signup_date,user_id,channel,campaign_id,country,device,activated
2024-01-06,u1063,paid_search,cmp_ps_2024,US,desktop,no
2024-01-06,u1064,social,cmp_social_2024,CA,mobile,no
unknown,u1065,organic,,IN,desktop,yes
2024-01-07,u1066,organic,,UK,mobile,yes
2024-01-07,u1067,organic,,IN,desktop,yes
2024-01-07,u1068,organic,,DE,mobile,yes
2024-01-07,u1069,social,cmp_social_2024,US,desktop,no
2024-01-07,u1070,social,cmp_social_2024,IN,desktop,yes
2024-01-07,u1071,social,cmp_social_2024,US,mobile,no
2024-01-07,u1072,social,cmp_social_2024,IN,mobile,no
2024-01-07,u1073,social,cmp_social_2024,US,desktop,no
2024-01-07,u1074,social,cmp_social_2024,IN,desktop,no
2024-01-08,u1075,organic,,US,desktop,no
2024-01-08,u1076,paid_search,cmp_ps_2024,IN,desktop,yes
2024-01-08,u1077,paid_search,cmp_ps_2024,IN,mobile,yes
2024-01-08,u1078,paid_search,cmp_ps_2024,IN,mobile,yes
2024-01-08,u1079,paid_search,cmp_ps_2024,US,mobile,no
2024-01-08,u1080,referral,,IN,mobile,no
2024-01-08,u1081,referral,,US,desktop,yes
2024-01-08,u1082,referral,,IN,mobile,yes
2024-01-08,u1083,social,cmp_social_2024,CA,mobile,no
2024-01-08,u1084,social,cmp_social_2024,US,desktop,yes
2024-01-08,u1085,social,cmp_social_2024,DE,desktop,no
2024-01-08,u1086,social,cmp_social_2024,US,mobile,no
2024-01-08,u1087,social,cmp_social_2024,US,mobile,no
2024-01-09,u1088,organic,,US,mobile,yes
2024-01-09,u1089,organic,,IN,desktop,no
2024-01-09,u1090,organic,,CA,mobile,yes
2024-01-09,u1091,organic,,US,mobile,yes
2024-01-09,u1092,paid_search,cmp_ps_2024,UK,desktop,no
2024-01-09,u1093,paid_search,cmp_ps_2024,US,mobile,yes
2024-01-09,u1094,paid_search,cmp_ps_2024,CA,mobile,no
2024-01-09,u1095,paid_search,cmp_ps_2024,DE,desktop,yes
2024-01-09,u1096,referral,,US,mobile,no
2024-01-09,u1097,social,cmp_social_2024,DE,mobile,yes
2024-01-09,u1098,social,cmp_social_2024,CA,mobile,no
2024-01-09,u1099,social,cmp_social_2024,IN,mobile,yes
2024-01-10,u1100,organic,,US,desktop,yes
2024-01-10,u1101,organic,,IN,desktop,no
2024-01-10,u1102,organic,,CA,desktop,no
2024-01-10,u1103,paid_search,cmp_ps_2024,US,mobile,no
2024-01-10,u1104,paid_search,cmp_ps_2024,DE,mobile,no
2024-01-10,u1105,paid_search,cmp_ps_2024,US,mobile,yes
2024-01-10,u1106,paid_search,cmp_ps_2024,US,mobile,yes
2024-01-10,u1107,paid_search,cmp_ps_2024,US,mobile,no
2024-01-10,u1108,paid_search,cmp_ps_2024,DE,mobile,yes
2024-01-10,u1109,paid_search,cmp_ps_2024,CA,mobile,yes
2024-01-10,u1110,referral,,DE,mobile,yes
2024-01-10,u1111,referral,,US,desktop,no
2024-01-10,u1112,referral,,IN,mobile,no
2024-01-10,u1113,referral,,CA,desktop,yes
2024-01-10,u1114,social,cmp_social_2024,US,desktop,yes
2024-01-10,u1115,social,cmp_social_2024,US,mobile,yes
2024-01-11,u1116,organic,,UK,mobile,yes
2024-01-11,u1117,paid_search,cmp_ps_2024,US,mobile,yes
2024-01-11,u1118,paid_search,cmp_ps_2024,US,desktop,yes
2024-01-11,u1119,referral,,US,mobile,no
2024-01-11,u1120,referral,,US,desktop,no
2024-01-11,u1121,referral,,CA,desktop,no
2024-01-11,u1122,social,cmp_social_2024,US,mobile,no
2024-01-12,u1123,organic,,CA,desktop,yes
2024-01-12,u1124,organic,,IN,desktop,yes
2024-01-12,u1125,organic,,US,mobile,no
2024-01-12,u1126,organic,,IN,mobile,no
2024-01-12,u1127,paid_search,cmp_ps_2024,US,desktop,no
2024-01-12,u1128,paid_search,cmp_ps_2024,CA,mobile,no
2024-01-12,u1129,referral,,US,mobile,yes
2024-01-12,u1130,referral,,IN,desktop,yes
2024-01-12,u1131,social,cmp_social_2024,UK,mobile,no
unknown,u1132,social,cmp_social_2024,US,desktop,no
2024-01-12,u1133,social,cmp_social_2024,US,desktop,yes
2024-01-12,u1134,social,cmp_social_2024,UK,desktop,yes
2024-01-12,u1135,social,cmp_social_2024,US,desktop,yes
2024-01-12,u1136,social,cmp_social_2024,US,desktop,yes
2024-01-12,u1137,social,cmp_social_2024,IN,desktop,yes
2024-01-12,u1138,social,cmp_social_2024,US,desktop,yes
2024-01-12,u1139,social,cmp_social_2024,DE,mobile,no
2024-01-13,u1140,organic,,US,desktop,yes
2024-01-13,u1141,organic,,CA,mobile,yes
2024-01-13,u1142,organic,,UK,desktop,yes
2024-01-13,u1143,organic,,DE,mobile,yes
2024-01-13,u1144,paid_search,cmp_ps_2024,US,mobile,no
2024-01-13,u1145,referral,,UK,desktop,no
2024-01-13,u1146,social,cmp_social_2024,US,mobile,yes
2024-01-13,u1147,social,cmp_social_2024,US,mobile,yes
2024-01-14,u1148,organic,,CA,mobile,yes
2024-01-14,u1149,organic,,US,mobile,no
2024-01-14,u1150,organic,,UK,desktop,yes
2024-01-14,u1151,organic,,US,desktop,yes
2024-01-14,u1152,organic,,US,mobile,yes
2024-01-14,u1153,organic,,IN,mobile,no
2024-01-14,u1154,paid_search,cmp_ps_2024,UK,desktop,no
2024-01-14,u1155,paid_search,cmp_ps_2024,US,desktop,no
2024-01-14,u1156,paid_search,cmp_ps_2024,DE,desktop,yes
2024-01-14,u1157,paid_search,cmp_ps_2024,US,desktop,yes
2024-01-14,u1158,referral,,US,mobile,no
2024-01-14,u1159,social,cmp_social_2024,CA,desktop,no
2024-01-14,u1160,social,cmp_social_2024,CA,desktop,no
2024-01-14,u1161,social,cmp_social_2024,UK,mobile,no
2024-01-14,u1162,social,cmp_social_2024,IN,desktop,yes
2024-01-15,u1163,organic,,US,desktop,no
2024-01-15,u1164,organic,,IN,mobile,yes
2024-01-15,u1165,organic,,US,mobile,yes
2024-01-15,u1166,organic,,US,mobile,yes
2024-01-15,u1167,paid_search,cmp_ps_2024,DE,mobile,no
2024-01-15,u1168,paid_search,cmp_ps_2024,IN,mobile,no
2024-01-15,u1169,paid_search,cmp_ps_2024,CA,mobile,yes
2024-01-15,u1170,paid_search,cmp_ps_2024,US,mobile,no
2024-01-15,u1171,paid_search,cmp_ps_2024,IN,mobile,no
2024-01-15,u1172,paid_search,cmp_ps_2024,US,desktop,no
2024-01-15,u1173,paid_search,cmp_ps_2024,CA,mobile,yes
2024-01-15,u1174,referral,,UK,desktop,no
2024-01-15,u1175,referral,,CA,mobile,yes
2024-01-15,u1176,social,cmp_social_2024,IN,mobile,no
2024-01-15,u1177,social,cmp_social_2024,US,desktop,no
2024-01-15,u1178,social,cmp_social_2024,US,mobile,yes
2024-01-15,u1179,social,cmp_social_2024,CA,mobile,no
2024-01-15,u1180,social,cmp_social_2024,IN,mobile,yes
2024-01-16,u1181,organic,,CA,mobile,no
2024-01-16,u1182,organic,,UK,desktop,no
2024-01-16,u1183,organic,,US,desktop,yes
2024-01-16,u1184,organic,,IN,mobile,no
2024-01-16,u1185,organic,,US,mobile,no
2024-01-16,u1186,organic,,IN,mobile,yes
2024-01-16,u1187,organic,,CA,mobile,yes
2024-01-16,u1188,paid_search,cmp_ps_2024,DE,mobile,yes
2024-01-16,u1189,paid_search,cmp_ps_2024,IN,mobile,no
2024-01-16,u1190,paid_search,cmp_ps_2024,DE,desktop,yes
2024-01-16,u1191,referral,,UK,mobile,no
2024-01-16,u1192,referral,,IN,mobile,yes
2024-01-16,u1193,referral,,UK,desktop,yes
2024-01-16,u1194,referral,,CA,mobile,yes
2024-01-16,u1195,social,cmp_social_2024,DE,desktop,no
2024-01-16,u1196,social,cmp_social_2024,US,mobile,no
2024-01-16,u1197,social,cmp_social_2024,IN,desktop,no
2024-01-16,u1198,social,cmp_social_2024,UK,mobile,no
2024-01-16,u1199,social,cmp_social_2024,IN,mobile,no
2024-01-16,u1200,social,cmp_social_2024,IN,mobile,no
2024-01-16,u1201,social,cmp_social_2024,US,mobile,yes
2024-01-16,u1202,social,cmp_social_2024,UK,mobile,no
2024-01-17,u1203,organic,,IN,desktop,yes
2024-01-17,u1204,paid_search,cmp_ps_2024,US,mobile,no
2024-01-17,u1205,paid_search,cmp_ps_2024,IN,desktop,yes
2024-01-17,u1206,paid_search,cmp_ps_2024,UK,mobile,no
2024-01-17,u1207,referral,,IN,mobile,yes
2024-01-17,u1208,referral,,UK,mobile,no
2024-01-17,u1209,social,cmp_social_2024,CA,desktop,yes
2024-01-17,u1210,social,cmp_social_2024,CA,mobile,no
2024-01-17,u1211,social,cmp_social_2024,US,desktop,no
2024-01-17,u1212,social,cmp_social_2024,US,desktop,no
2024-01-17,u1213,social,cmp_social_2024,CA,desktop,no
2024-01-17,u1214,social,cmp_social_2024,IN,desktop,no
2024-01-18,u1215,organic,,US,desktop,yes
2024-01-18,u1216,organic,,US,mobile,no
2024-01-18,u1217,organic,,UK,desktop,no
2024-01-18,u1218,organic,,US,desktop,yes
2024-01-18,u1219,organic,,IN,desktop,yes
2024-01-18,u1220,paid_search,cmp_ps_2024,IN,desktop,no
2024-01-18,u1221,paid_search,cmp_ps_2024,IN,desktop,no
2024-01-18,u1222,referral,,UK,mobile,no
2024-01-18,u1223,referral,,CA,mobile,no
2024-01-18,u1224,social,cmp_social_2024,IN,mobile,no
2024-01-18,u1225,social,cmp_social_2024,US,mobile,no
2024-01-18,u1226,social,cmp_social_2024,IN,mobile,yes
2024-01-19,u1227,organic,,IN,mobile,yes
2024-01-19,u1228,organic,,CA,desktop,no
2024-01-19,u1229,organic,,UK,desktop,yes
2024-01-19,u1230,organic,,UK,mobile,yes
2024-01-19,u1231,paid_search,cmp_ps_2024,US,mobile,no
2024-01-19,u1232,paid_search,cmp_ps_2024,IN,mobile,no
2024-01-19,u1233,referral,,US,mobile,no
2024-01-19,u1234,referral,,UK,desktop,no
2024-01-19,u1235,referral,,CA,mobile,no
2024-01-19,u1236,social,cmp_social_2024,US,desktop,yes
2024-01-19,u1237,social,cmp_social_2024,US,desktop,yes
2024-01-20,u1238,organic,,IN,mobile,yes
2024-01-20,u1239,organic,,US,mobile,no
2024-01-20,u1240,social,cmp_social_2024,US,desktop,yes
2024-01-20,u1241,social,cmp_social_2024,DE,mobile,no
2024-01-20,u1242,social,cmp_social_2024,UK,mobile,yes
2024-01-21,u1243,organic,,UK,desktop,yes
2024-01-21,u1244,organic,,UK,mobile,no
2024-01-21,u1245,organic,,UK,desktop,yes
unknown,u1246,organic,,US,desktop,yes
2024-01-21,u1247,paid_search,cmp_ps_2024,IN,mobile,yes
2024-01-21,u1248,paid_search,cmp_ps_2024,CA,mobile,no
2024-01-21,u1249,paid_search,cmp_ps_2024,IN,desktop,no
2024-01-21,u1250,referral,,US,mobile,yes
2024-01-21,u1251,referral,,UK,mobile,yes
2024-01-21,u1252,social,cmp_social_2024,IN,mobile,yes
2024-01-21,u1253,social,cmp_social_2024,DE,desktop,yes
2024-01-21,u1254,social,cmp_social_2024,CA,mobile,yes
2024-01-21,u1255,social,cmp_social_2024,US,mobile,no
2024-01-22,u1256,organic,,CA,mobile,yes
2024-01-22,u1257,organic,,IN,mobile,no
2024-01-22,u1258,organic,,CA,desktop,no
2024-01-22,u1259,organic,,IN,desktop,no
2024-01-22,u1260,organic,,CA,mobile,no
2024-01-22,u1261,organic,,IN,mobile,yes
2024-01-22,u1262,organic,,DE,mobile,yes
2024-01-22,u1263,referral,,CA,mobile,no
2024-01-22,u1264,referral,,US,mobile,yes
2024-01-22,u1265,referral,,US,desktop,no
2024-01-22,u1266,social,cmp_social_2024,US,desktop,no
2024-01-22,u1267,social,cmp_social_2024,US,desktop,yes
2024-01-23,u1268,organic,,UK,mobile,no
2024-01-23,u1269,organic,,UK,desktop,yes
2024-01-23,u1270,organic,,UK,mobile,yes
2024-01-23,u1271,paid_search,cmp_ps_2024,US,mobile,yes
2024-01-23,u1272,paid_search,cmp_ps_2024,DE,mobile,yes
2024-01-23,u1273,referral,,IN,mobile,yes
2024-01-23,u1274,referral,,IN,desktop,no
2024-01-23,u1275,referral,,CA,desktop,yes
2024-01-23,u1276,referral,,US,mobile,yes
2024-01-23,u1277,social,cmp_social_2024,CA,mobile,yes
2024-01-23,u1278,social,cmp_social_2024,US,mobile,yes
2024-01-23,u1279,social,cmp_social_2024,US,mobile,yes
2024-01-23,u1280,social,cmp_social_2024,UK,desktop,yes
2024-01-23,u1281,social,cmp_social_2024,DE,desktop,no
2024-01-23,u1282,social,cmp_social_2024,US,mobile,yes
2024-01-24,u1283,organic,,DE,mobile,no
2024-01-24,u1284,organic,,CA,desktop,no
2024-01-24,u1285,organic,,IN,desktop,yes
2024-01-24,u1286,organic,,US,mobile,yes
2024-01-24,u1287,organic,,US,mobile,yes
2024-01-24,u1288,organic,,US,mobile,yes
2024-01-24,u1289,paid_search,cmp_ps_2024,CA,mobile,yes
2024-01-24,u1290,paid_search,cmp_ps_2024,CA,desktop,no
2024-01-24,u1291,paid_search,cmp_ps_2024,UK,desktop,no
2024-01-24,u1292,referral,,US,mobile,no
2024-01-24,u1293,referral,,US,desktop,yes
2024-01-24,u1294,social,cmp_social_2024,UK,mobile,yes
2024-01-24,u1295,social,cmp_social_2024,US,mobile,yes
2024-01-24,u1296,social,cmp_social_2024,CA,desktop,no
2024-01-25,u1297,organic,,CA,mobile,no
2024-01-25,u1298,paid_search,cmp_ps_2024,US,desktop,no
2024-01-25,u1299,paid_search,cmp_ps_2024,UK,mobile,no
2024-01-25,u1300,paid_search,cmp_ps_2024,US,mobile,no
2024-01-25,u1301,paid_search,cmp_ps_2024,IN,desktop,no
2024-01-25,u1302,paid_search,cmp_ps_2024,DE,desktop,yes
2024-01-25,u1303,referral,,US,mobile,yes
2024-01-25,u1304,referral,,IN,mobile,yes
2024-01-25,u1305,social,cmp_social_2024,IN,mobile,no
2024-01-26,u1306,organic,,DE,mobile,yes
2024-01-26,u1307,organic,,US,desktop,no
2024-01-26,u1308,organic,,IN,mobile,yes
2024-01-26,u1309,paid_search,cmp_ps_2024,US,desktop,yes
2024-01-26,u1310,paid_search,cmp_ps_2024,UK,mobile,no
2024-01-26,u1311,paid_search,cmp_ps_2024,UK,desktop,yes
2024-01-26,u1312,referral,,US,mobile,no
2024-01-26,u1313,referral,,IN,desktop,yes
2024-01-26,u1314,referral,,US,desktop,no
2024-01-26,u1315,social,cmp_social_2024,DE,mobile,no
2024-01-26,u1316,social,cmp_social_2024,US,mobile,no
2024-01-26,u1317,social,cmp_social_2024,US,mobile,yes
2024-01-26,u1318,social,cmp_social_2024,US,mobile,yes
2024-01-27,u1319,organic,,IN,desktop,no
2024-01-27,u1320,organic,,IN,mobile,yes
2024-01-27,u1321,organic,,IN,desktop,yes
2024-01-27,u1322,paid_search,cmp_ps_2024,US,mobile,no
2024-01-27,u1323,paid_search,cmp_ps_2024,CA,desktop,yes
2024-01-27,u1324,social,cmp_social_2024,UK,desktop,yes
2024-01-27,u1325,social,cmp_social_2024,US,desktop,no
2024-01-28,u1326,paid_search,cmp_ps_2024,UK,desktop,yes
2024-01-28,u1327,paid_search,cmp_ps_2024,UK,desktop,yes
2024-01-28,u1328,referral,,UK,mobile,no
2024-01-28,u1329,social,cmp_social_2024,US,desktop,yes
2024-01-28,u1330,social,cmp_social_2024,DE,desktop,no
2024-01-28,u1331,social,cmp_social_2024,DE,mobile,yes
2024-01-28,u1332,social,cmp_social_2024,CA,desktop,yes
2024-01-28,u1333,social,cmp_social_2024,IN,mobile,no
2024-01-29,u1334,organic,,US,mobile,yes
2024-01-29,u1335,organic,,US,desktop,yes
2024-01-29,u1336,organic,,IN,mobile,yes
2024-01-29,u1337,organic,,DE,mobile,yes
2024-01-29,u1338,paid_search,cmp_ps_2024,US,desktop,no
2024-01-29,u1339,paid_search,cmp_ps_2024,IN,mobile,no
2024-01-29,u1340,paid_search,cmp_ps_2024,UK,mobile,no
2024-01-29,u1341,referral,,CA,desktop,yes
2024-01-29,u1342,referral,,US,mobile,no
2024-01-29,u1343,referral,,US,desktop,yes
2024-01-29,u1344,social,cmp_social_2024,IN,mobile,no
2024-01-29,u1345,social,cmp_social_2024,US,desktop,no
2024-01-30,u1346,organic,,IN,desktop,no
2024-01-30,u1347,organic,,US,desktop,no
2024-01-30,u1348,social,cmp_social_2024,DE,mobile,yes
2024-01-30,u1349,social,cmp_social_2024,UK,desktop,yes
2024-01-30,u1350,social,cmp_social_2024,US,desktop,yes
2024-01-30,u1351,social,cmp_social_2024,UK,mobile,yes
2024-01-30,u1352,social,cmp_social_2024,US,mobile,no
2024-01-30,u1353,social,cmp_social_2024,US,desktop,yes
2024-01-30,u1354,social,cmp_social_2024,US,desktop,yes
2024-01-31,u1355,organic,,US,mobile,yes
2024-01-31,u1356,organic,,IN,desktop,no
2024-01-31,u1357,organic,,IN,desktop,no
2024-01-31,u1358,organic,,UK,mobile,yes
2024-01-31,u1359,organic,,US,desktop,yes
2024-01-31,u1360,paid_search,cmp_ps_2024,US,desktop,no
2024-01-31,u1361,paid_search,cmp_ps_2024,UK,desktop,no
2024-01-31,u1362,paid_search,cmp_ps_2024,US,desktop,no
2024-01-31,u1363,paid_search,cmp_ps_2024,UK,desktop,yes
2024-01-31,u1364,paid_search,cmp_ps_2024,IN,desktop,no
2024-01-31,u1365,referral,,IN,mobile,yes
2024-01-31,u1366,referral,,US,mobile,yes
2024-01-31,u1367,social,cmp_social_2024,US,mobile,yes
2024-01-31,u1368,social,cmp_social_2024,UK,mobile,no
2024-01-31,u1369,social,cmp_social_2024,US,desktop,no
2024-01-31,u1370,social,cmp_social_2024,CA,desktop,no
2024-01-31,u1371,social,cmp_social_2024,IN,mobile,yes
2024-01-31,u1372,social,cmp_social_2024,CA,mobile,no
2024-01-31,u1373,social,cmp_social_2024,DE,mobile,no
2024-02-01,u1374,organic,,US,mobile,yes
2024-02-01,u1375,organic,,UK,mobile,no
2024-02-01,u1376,organic,,US,desktop,no
2024-02-01,u1377,organic,,IN,desktop,yes
2024-02-01,u1378,organic,,US,mobile,yes
2024-02-01,u1379,organic,,UK,mobile,yes
2024-02-01,u1380,organic,,US,mobile,yes
2024-02-01,u1381,paid_search,cmp_ps_2024,US,mobile,yes
2024-02-01,u1382,paid_search,cmp_ps_2024,DE,mobile,yes
2024-02-01,u1383,paid_search,cmp_ps_2024,UK,mobile,yes
2024-02-01,u1384,referral,,US,mobile,yes
2024-02-01,u1385,referral,,IN,desktop,yes
2024-02-01,u1386,referral,,UK,desktop,yes
2024-02-01,u1387,social,cmp_social_2024,CA,mobile,yes
2024-02-01,u1388,social,cmp_social_2024,DE,mobile,no
2024-02-01,u1389,social,cmp_social_2024,CA,mobile,no
2024-02-01,u1390,social,cmp_social_2024,UK,desktop,yes
2024-02-01,u1391,social,cmp_social_2024,IN,desktop,yes
2024-02-01,u1392,social,cmp_social_2024,UK,mobile,yes
2024-02-02,u1393,organic,,CA,mobile,yes
2024-02-02,u1394,organic,,CA,mobile,no
2024-02-02,u1395,organic,,DE,mobile,yes
2024-02-02,u1396,paid_search,cmp_ps_2024,CA,desktop,no
2024-02-02,u1397,paid_search,cmp_ps_2024,IN,desktop,no
2024-02-02,u1398,paid_search,cmp_ps_2024,US,mobile,no
2024-02-02,u1399,paid_search,cmp_ps_2024,IN,desktop,no
2024-02-02,u1400,paid_search,cmp_ps_2024,DE,mobile,yes
2024-02-02,u1401,referral,,CA,mobile,no
2024-02-02,u1402,referral,,US,mobile,yes
2024-02-02,u1403,referral,,US,desktop,yes
2024-02-02,u1404,social,cmp_social_2024,US,mobile,no
2024-02-02,u1405,social,cmp_social_2024,UK,mobile,yes
2024-02-02,u1406,social,cmp_social_2024,IN,mobile,yes
2024-02-02,u1407,social,cmp_social_2024,IN,desktop,no
2024-02-02,u1408,social,cmp_social_2024,DE,desktop,yes
2024-02-03,u1409,organic,,US,mobile,no
2024-02-03,u1410,organic,,US,mobile,no
2024-02-03,u1411,organic,,IN,mobile,yes
2024-02-03,u1412,organic,,CA,mobile,no
2024-02-03,u1413,paid_search,cmp_ps_2024,US,mobile,yes
2024-02-03,u1414,paid_search,cmp_ps_2024,UK,mobile,yes
2024-02-03,u1415,paid_search,cmp_ps_2024,IN,desktop,yes
2024-02-03,u1416,paid_search,cmp_ps_2024,CA,mobile,yes
2024-02-03,u1417,paid_search,cmp_ps_2024,CA,mobile,no
2024-02-03,u1418,social,cmp_social_2024,CA,desktop,yes
2024-02-03,u1419,social,cmp_social_2024,IN,desktop,yes
2024-02-03,u1420,social,cmp_social_2024,US,desktop,yes
2024-02-03,u1421,social,cmp_social_2024,CA,desktop,yes
2024-02-04,u1422,organic,,IN,desktop,yes
2024-02-04,u1423,organic,,UK,desktop,no
2024-02-04,u1424,organic,,IN,desktop,yes
2024-02-04,u1425,organic,,CA,mobile,no
2024-02-04,u1426,organic,,US,desktop,yes
2024-02-04,u1427,organic,,UK,desktop,no
2024-02-04,u1428,organic,,UK,mobile,yes
2024-02-04,u1429,paid_search,cmp_ps_2024,US,desktop,no
2024-02-04,u1430,paid_search,cmp_ps_2024,CA,desktop,yes
2024-02-04,u1431,referral,,CA,mobile,yes
2024-02-04,u1432,referral,,US,mobile,yes
2024-02-04,u1433,referral,,US,desktop,no
2024-02-04,u1434,referral,,US,desktop,yes
2024-02-04,u1435,social,cmp_social_2024,US,mobile,yes
2024-02-04,u1436,social,cmp_social_2024,IN,desktop,yes
2024-02-04,u1437,social,cmp_social_2024,US,desktop,yes
2024-02-05,u1438,organic,,US,desktop,no
2024-02-05,u1439,organic,,UK,mobile,yes
2024-02-05,u1440,paid_search,cmp_ps_2024,DE,desktop,yes
2024-02-05,u1441,paid_search,cmp_ps_2024,UK,desktop,yes
2024-02-05,u1442,paid_search,cmp_ps_2024,CA,mobile,yes
2024-02-05,u1443,referral,,US,mobile,yes
2024-02-05,u1444,referral,,US,mobile,yes
2024-02-05,u1445,social,cmp_social_2024,UK,desktop,no
2024-02-05,u1446,social,cmp_social_2024,UK,desktop,no
2024-02-05,u1447,social,cmp_social_2024,CA,mobile,yes
2024-02-05,u1448,social,cmp_social_2024,US,desktop,no
2024-02-05,u1449,social,cmp_social_2024,US,desktop,yes
2024-02-06,u1450,organic,,CA,desktop,yes
2024-02-06,u1451,organic,,CA,mobile,yes
2024-02-06,u1452,organic,,UK,mobile,no
2024-02-06,u1453,organic,,US,mobile,yes
2024-02-06,u1454,organic,,US,desktop,yes
2024-02-06,u1455,organic,,UK,desktop,yes
2024-02-06,u1456,organic,,US,mobile,no
2024-02-06,u1457,organic,,DE,mobile,no
2024-02-06,u1458,organic,,UK,desktop,no
2024-02-06,u1459,organic,,US,mobile,yes
2024-02-06,u1460,referral,,DE,mobile,yes
2024-02-06,u1461,referral,,US,desktop,yes
2024-02-06,u1462,social,cmp_social_2024,CA,mobile,yes
2024-02-06,u1463,social,cmp_social_2024,US,desktop,yes
2024-02-06,u1464,social,cmp_social_2024,US,mobile,no
2024-02-06,u1465,social,cmp_social_2024,IN,desktop,no
2024-02-06,u1466,social,cmp_social_2024,UK,mobile,no
2024-02-07,u1467,organic,,US,desktop,yes
2024-02-07,u1468,organic,,IN,mobile,no
2024-02-07,u1469,organic,,IN,desktop,no
2024-02-07,u1470,organic,,IN,mobile,yes
2024-02-07,u1471,organic,,US,mobile,no
2024-02-07,u1472,paid_search,cmp_ps_2024,US,desktop,no
2024-02-07,u1473,paid_search,cmp_ps_2024,IN,mobile,no
2024-02-07,u1474,paid_search,cmp_ps_2024,DE,mobile,yes
2024-02-07,u1475,paid_search,cmp_ps_2024,IN,mobile,no
2024-02-07,u1476,social,cmp_social_2024,CA,mobile,no
2024-02-07,u1477,social,cmp_social_2024,CA,desktop,yes
2024-02-07,u1478,social,cmp_social_2024,UK,mobile,yes
2024-02-07,u1479,social,cmp_social_2024,UK,mobile,yes
2024-02-07,u1480,social,cmp_social_2024,IN,mobile,no
2024-02-08,u1481,organic,,US,mobile,no
2024-02-08,u1482,organic,,CA,mobile,yes
